7.5039 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
150.2145 	EXP 	grating: autoDraw = True
150.5138 	EXP 	grating: autoDraw = False
151.0162 	EXP 	New trial (rep=62, index=0): None
151.0172 	DATA 	Keypress: up
151.0306 	EXP 	fixation: autoDraw = False
151.0306 	EXP 	grating: autoDraw = False
151.0306 	EXP 	grating: ori = -4.0
151.0306 	EXP 	fixation: autoDraw = True
152.0307 	EXP 	fixation: autoDraw = False
152.0307 	EXP 	grating: autoDraw = True
152.3305 	EXP 	grating: autoDraw = False
152.8829 	EXP 	New trial (rep=63, index=0): None
152.8839 	DATA 	Keypress: down
152.8970 	EXP 	fixation: autoDraw = False
152.8970 	EXP 	grating: autoDraw = False
152.8970 	EXP 	grating: ori = 0.0
152.8970 	EXP 	fixation: autoDraw = True
153.8971 	EXP 	fixation: autoDraw = False
153.8971 	EXP 	grating: autoDraw = True
154.1972 	EXP 	grating: autoDraw = False
154.5330 	EXP 	New trial (rep=64, index=0): None
154.5341 	DATA 	Keypress: up
154.5473 	EXP 	fixation: autoDraw = False
154.5473 	EXP 	grating: autoDraw = False
154.5473 	EXP 	grating: ori = 0.0
154.5473 	EXP 	fixation: autoDraw = True
155.5470 	EXP 	fixation: autoDraw = False
155.5470 	EXP 	grating: autoDraw = True
155.8472 	EXP 	grating: autoDraw = False
156.1499 	EXP 	New trial (rep=65, index=0): None
156.1509 	DATA 	Keypress: up
156.1639 	EXP 	fixation: autoDraw = False
156.1639 	EXP 	grating: autoDraw = False
156.1639 	EXP 	grating: ori = 0.0
156.1639 	EXP 	fixation: autoDraw = True
157.1638 	EXP 	fixation: autoDraw = False
157.1638 	EXP 	grating: autoDraw = True
157.4637 	EXP 	grating: autoDraw = False
157.7659 	EXP 	New trial (rep=66, index=0): None
157.7670 	DATA 	Keypress: up
157.7805 	EXP 	fixation: autoDraw = False
157.7805 	EXP 	grating: autoDraw = False
157.7805 	EXP 	grating: ori = 0.0
157.7805 	EXP 	fixation: autoDraw = True
158.7808 	EXP 	fixation: autoDraw = False
158.7808 	EXP 	grating: autoDraw = True
159.0805 	EXP 	grating: autoDraw = False
159.5325 	EXP 	New trial (rep=67, index=0): None
159.5335 	DATA 	Keypress: up
159.5470 	EXP 	fixation: autoDraw = False
159.5470 	EXP 	grating: autoDraw = False
159.5470 	EXP 	grating: ori = 3.0
159.5470 	EXP 	fixation: autoDraw = True
160.5469 	EXP 	fixation: autoDraw = False
160.5469 	EXP 	grating: autoDraw = True
160.8470 	EXP 	grating: autoDraw = False
161.2993 	EXP 	New trial (rep=68, index=0): None
161.3004 	DATA 	Keypress: down
161.3135 	EXP 	fixation: autoDraw = False
161.3135 	EXP 	grating: autoDraw = False
161.3135 	EXP 	grating: ori = 0.0
161.3135 	EXP 	fixation: autoDraw = True
162.3136 	EXP 	fixation: autoDraw = False
162.3136 	EXP 	grating: autoDraw = True
162.6136 	EXP 	grating: autoDraw = False
163.0660 	EXP 	New trial (rep=69, index=0): None
163.0670 	DATA 	Keypress: up
163.0804 	EXP 	fixation: autoDraw = False
163.0804 	EXP 	grating: autoDraw = False
163.0804 	EXP 	grating: ori = -5.0
163.0804 	EXP 	fixation: autoDraw = True
164.0802 	EXP 	fixation: autoDraw = False
164.0802 	EXP 	grating: autoDraw = True
164.3804 	EXP 	grating: autoDraw = False
164.8824 	EXP 	New trial (rep=70, index=0): None
164.8835 	DATA 	Keypress: down
164.8970 	EXP 	fixation: autoDraw = False
164.8970 	EXP 	grating: autoDraw = False
164.8970 	EXP 	grating: ori = -2.0
164.8970 	EXP 	fixation: autoDraw = True
165.8971 	EXP 	fixation: autoDraw = False
165.8971 	EXP 	grating: autoDraw = True
166.1968 	EXP 	grating: autoDraw = False
166.4004 	EXP 	New trial (rep=71, index=0): None
166.4016 	DATA 	Keypress: up
166.4138 	EXP 	fixation: autoDraw = False
166.4138 	EXP 	grating: autoDraw = False
166.4138 	EXP 	grating: ori = 3.0
166.4138 	EXP 	fixation: autoDraw = True
167.4138 	EXP 	fixation: autoDraw = False
167.4138 	EXP 	grating: autoDraw = True
167.7138 	EXP 	grating: autoDraw = False
168.2325 	EXP 	New trial (rep=72, index=0): None
168.2336 	DATA 	Keypress: down
168.2470 	EXP 	fixation: autoDraw = False
168.2470 	EXP 	grating: autoDraw = False
168.2470 	EXP 	grating: ori = 0.0
168.2470 	EXP 	fixation: autoDraw = True
169.2470 	EXP 	fixation: autoDraw = False
169.2470 	EXP 	grating: autoDraw = True
169.5470 	EXP 	grating: autoDraw = False
170.1157 	EXP 	New trial (rep=73, index=0): None
170.1167 	DATA 	Keypress: up
170.1303 	EXP 	fixation: autoDraw = False
170.1303 	EXP 	grating: autoDraw = False
170.1303 	EXP 	grating: ori = 0.0
170.1303 	EXP 	fixation: autoDraw = True
171.1303 	EXP 	fixation: autoDraw = False
171.1303 	EXP 	grating: autoDraw = True
171.4300 	EXP 	grating: autoDraw = False
171.8159 	EXP 	New trial (rep=74, index=0): None
171.8170 	DATA 	Keypress: up
171.8301 	EXP 	fixation: autoDraw = False
171.8301 	EXP 	grating: autoDraw = False
171.8301 	EXP 	grating: ori = 0.0
171.8301 	EXP 	fixation: autoDraw = True
172.8302 	EXP 	fixation: autoDraw = False
172.8302 	EXP 	grating: autoDraw = True
173.1301 	EXP 	grating: autoDraw = False
173.5324 	EXP 	New trial (rep=75, index=0): None
173.5334 	DATA 	Keypress: up
173.5466 	EXP 	fixation: autoDraw = False
173.5466 	EXP 	grating: autoDraw = False
173.5466 	EXP 	grating: ori = 0.0
173.5466 	EXP 	fixation: autoDraw = True
174.5468 	EXP 	fixation: autoDraw = False
174.5468 	EXP 	grating: autoDraw = True
174.8468 	EXP 	grating: autoDraw = False
175.1824 	EXP 	New trial (rep=76, index=0): None
175.1836 	DATA 	Keypress: down
175.1969 	EXP 	fixation: autoDraw = False
175.1969 	EXP 	grating: autoDraw = False
175.1969 	EXP 	grating: ori = 0.0
175.1969 	EXP 	fixation: autoDraw = True
176.1969 	EXP 	fixation: autoDraw = False
176.1969 	EXP 	grating: autoDraw = True
176.4969 	EXP 	grating: autoDraw = False
176.6825 	EXP 	New trial (rep=77, index=0): None
176.6835 	DATA 	Keypress: up
176.6969 	EXP 	fixation: autoDraw = False
176.6969 	EXP 	grating: autoDraw = False
176.6969 	EXP 	grating: ori = 0.0
176.6969 	EXP 	fixation: autoDraw = True
177.6966 	EXP 	fixation: autoDraw = False
177.6966 	EXP 	grating: autoDraw = True
177.9965 	EXP 	grating: autoDraw = False
178.2655 	EXP 	New trial (rep=78, index=0): None
178.2666 	DATA 	Keypress: up
178.2801 	EXP 	fixation: autoDraw = False
178.2801 	EXP 	grating: autoDraw = False
178.2801 	EXP 	grating: ori = 0.0
178.2801 	EXP 	fixation: autoDraw = True
179.2802 	EXP 	fixation: autoDraw = False
179.2802 	EXP 	grating: autoDraw = True
179.5801 	EXP 	grating: autoDraw = False
179.7489 	EXP 	New trial (rep=79, index=0): None
179.7499 	DATA 	Keypress: up
179.7632 	EXP 	fixation: autoDraw = False
179.7632 	EXP 	grating: autoDraw = False
179.7632 	EXP 	grating: ori = 3.0
179.7632 	EXP 	fixation: autoDraw = True
180.7634 	EXP 	fixation: autoDraw = False
180.7634 	EXP 	grating: autoDraw = True
181.0634 	EXP 	grating: autoDraw = False
181.6822 	EXP 	New trial (rep=80, index=0): None
181.6834 	DATA 	Keypress: down
181.6968 	EXP 	fixation: autoDraw = False
181.6968 	EXP 	grating: autoDraw = False
181.6968 	EXP 	grating: ori = -5.0
181.6968 	EXP 	fixation: autoDraw = True
182.6966 	EXP 	fixation: autoDraw = False
182.6966 	EXP 	grating: autoDraw = True
182.9967 	EXP 	grating: autoDraw = False
183.6323 	EXP 	New trial (rep=81, index=0): None
183.6333 	DATA 	Keypress: down
183.6467 	EXP 	fixation: autoDraw = False
183.6467 	EXP 	grating: autoDraw = False
183.6467 	EXP 	grating: ori = 2.0
183.6467 	EXP 	fixation: autoDraw = True
184.6464 	EXP 	fixation: autoDraw = False
184.6464 	EXP 	grating: autoDraw = True
184.9464 	EXP 	grating: autoDraw = False
185.4986 	EXP 	New trial (rep=82, index=0): None
185.4997 	DATA 	Keypress: down
185.5135 	EXP 	fixation: autoDraw = False
185.5135 	EXP 	grating: autoDraw = False
185.5135 	EXP 	grating: ori = 0.0
185.5135 	EXP 	fixation: autoDraw = True
186.5131 	EXP 	fixation: autoDraw = False
186.5131 	EXP 	grating: autoDraw = True
186.8133 	EXP 	grating: autoDraw = False
187.7321 	EXP 	New trial (rep=83, index=0): None
187.7331 	DATA 	Keypress: up
187.7464 	EXP 	fixation: autoDraw = False
187.7464 	EXP 	grating: autoDraw = False
187.7464 	EXP 	grating: ori = 0.0
187.7464 	EXP 	fixation: autoDraw = True
188.7464 	EXP 	fixation: autoDraw = False
188.7464 	EXP 	grating: autoDraw = True
189.0464 	EXP 	grating: autoDraw = False
189.6486 	EXP 	New trial (rep=84, index=0): None
189.6497 	DATA 	Keypress: up
189.6632 	EXP 	fixation: autoDraw = False
189.6632 	EXP 	grating: autoDraw = False
189.6632 	EXP 	grating: ori = 0.0
189.6632 	EXP 	fixation: autoDraw = True
190.6633 	EXP 	fixation: autoDraw = False
190.6633 	EXP 	grating: autoDraw = True
190.9631 	EXP 	grating: autoDraw = False
191.8331 	EXP 	New trial (rep=85, index=0): None
191.8344 	DATA 	Keypress: up
191.8466 	EXP 	fixation: autoDraw = False
191.8466 	EXP 	grating: autoDraw = False
191.8466 	EXP 	grating: ori = 2.0
191.8466 	EXP 	fixation: autoDraw = True
192.8465 	EXP 	fixation: autoDraw = False
192.8465 	EXP 	grating: autoDraw = True
193.1465 	EXP 	grating: autoDraw = False
193.8692 	EXP 	New trial (rep=86, index=0): None
193.8710 	DATA 	Keypress: down
193.8799 	EXP 	fixation: autoDraw = False
193.8799 	EXP 	grating: autoDraw = False
193.8799 	EXP 	grating: ori = 0.0
193.8799 	EXP 	fixation: autoDraw = True
194.8798 	EXP 	fixation: autoDraw = False
194.8798 	EXP 	grating: autoDraw = True
195.1796 	EXP 	grating: autoDraw = False
195.6986 	EXP 	New trial (rep=87, index=0): None
195.6997 	DATA 	Keypress: up
195.7129 	EXP 	fixation: autoDraw = False
195.7129 	EXP 	grating: autoDraw = False
195.7129 	EXP 	grating: ori = 0.0
195.7129 	EXP 	fixation: autoDraw = True
196.7131 	EXP 	fixation: autoDraw = False
196.7131 	EXP 	grating: autoDraw = True
197.0132 	EXP 	grating: autoDraw = False
197.5318 	EXP 	New trial (rep=88, index=0): None
197.5329 	DATA 	Keypress: up
197.5464 	EXP 	fixation: autoDraw = False
197.5464 	EXP 	grating: autoDraw = False
197.5464 	EXP 	grating: ori = 2.0
197.5464 	EXP 	fixation: autoDraw = True
198.5462 	EXP 	fixation: autoDraw = False
198.5462 	EXP 	grating: autoDraw = True
198.8464 	EXP 	grating: autoDraw = False
199.4484 	EXP 	New trial (rep=89, index=0): None
199.4495 	DATA 	Keypress: down
199.4630 	EXP 	fixation: autoDraw = False
199.4630 	EXP 	grating: autoDraw = False
199.4630 	EXP 	grating: ori = 0.0
199.4630 	EXP 	fixation: autoDraw = True
200.4631 	EXP 	fixation: autoDraw = False
200.4631 	EXP 	grating: autoDraw = True
200.7630 	EXP 	grating: autoDraw = False
201.1491 	EXP 	New trial (rep=90, index=0): None
201.1501 	DATA 	Keypress: up
201.1628 	EXP 	fixation: autoDraw = False
201.1628 	EXP 	grating: autoDraw = False
201.1628 	EXP 	grating: ori = -2.0
201.1628 	EXP 	fixation: autoDraw = True
202.1629 	EXP 	fixation: autoDraw = False
202.1629 	EXP 	grating: autoDraw = True
202.4631 	EXP 	grating: autoDraw = False
203.3486 	EXP 	New trial (rep=91, index=0): None
203.3497 	DATA 	Keypress: down
203.3630 	EXP 	fixation: autoDraw = False
203.3630 	EXP 	grating: autoDraw = False
203.3630 	EXP 	grating: ori = 0.0
203.3630 	EXP 	fixation: autoDraw = True
204.3629 	EXP 	fixation: autoDraw = False
204.3629 	EXP 	grating: autoDraw = True
204.6630 	EXP 	grating: autoDraw = False
205.0985 	EXP 	New trial (rep=92, index=0): None
205.0996 	DATA 	Keypress: up
205.1129 	EXP 	fixation: autoDraw = False
205.1129 	EXP 	grating: autoDraw = False
205.1129 	EXP 	grating: ori = -2.0
205.1129 	EXP 	fixation: autoDraw = True
206.1127 	EXP 	fixation: autoDraw = False
206.1127 	EXP 	grating: autoDraw = True
206.4130 	EXP 	grating: autoDraw = False
207.0149 	EXP 	New trial (rep=93, index=0): None
207.0160 	DATA 	Keypress: up
207.0295 	EXP 	fixation: autoDraw = False
207.0295 	EXP 	grating: autoDraw = False
207.0295 	EXP 	grating: ori = 0.0
207.0295 	EXP 	fixation: autoDraw = True
208.0293 	EXP 	fixation: autoDraw = False
208.0293 	EXP 	grating: autoDraw = True
208.3293 	EXP 	grating: autoDraw = False
208.4152 	EXP 	New trial (rep=94, index=0): None
208.4162 	DATA 	Keypress: up
208.4295 	EXP 	fixation: autoDraw = False
208.4295 	EXP 	grating: autoDraw = False
208.4295 	EXP 	grating: ori = 1.0
208.4295 	EXP 	fixation: autoDraw = True
209.4296 	EXP 	fixation: autoDraw = False
209.4296 	EXP 	grating: autoDraw = True
209.7293 	EXP 	grating: autoDraw = False
210.2819 	EXP 	New trial (rep=95, index=0): None
210.2829 	DATA 	Keypress: up
210.2962 	EXP 	fixation: autoDraw = False
210.2962 	EXP 	grating: autoDraw = False
210.2962 	EXP 	grating: ori = 1.0
210.2962 	EXP 	fixation: autoDraw = True
211.2962 	EXP 	fixation: autoDraw = False
211.2962 	EXP 	grating: autoDraw = True
211.5962 	EXP 	grating: autoDraw = False
212.3982 	EXP 	New trial (rep=96, index=0): None
212.3992 	DATA 	Keypress: down
212.4128 	EXP 	fixation: autoDraw = False
212.4128 	EXP 	grating: autoDraw = False
212.4128 	EXP 	grating: ori = 0.0
212.4128 	EXP 	fixation: autoDraw = True
213.4128 	EXP 	fixation: autoDraw = False
213.4128 	EXP 	grating: autoDraw = True
213.7127 	EXP 	grating: autoDraw = False
214.6317 	EXP 	New trial (rep=97, index=0): None
214.6327 	DATA 	Keypress: down
214.6460 	EXP 	fixation: autoDraw = False
214.6460 	EXP 	grating: autoDraw = False
214.6460 	EXP 	grating: ori = 0.0
214.6460 	EXP 	fixation: autoDraw = True
215.6461 	EXP 	fixation: autoDraw = False
215.6461 	EXP 	grating: autoDraw = True
215.9458 	EXP 	grating: autoDraw = False
216.2485 	EXP 	New trial (rep=98, index=0): None
216.2497 	DATA 	Keypress: down
216.2631 	EXP 	fixation: autoDraw = False
216.2631 	EXP 	grating: autoDraw = False
216.2631 	EXP 	grating: ori = 2.0
216.2631 	EXP 	fixation: autoDraw = True
217.2628 	EXP 	fixation: autoDraw = False
217.2628 	EXP 	grating: autoDraw = True
217.5627 	EXP 	grating: autoDraw = False
218.2148 	EXP 	New trial (rep=99, index=0): None
218.2159 	DATA 	Keypress: up
218.2294 	EXP 	fixation: autoDraw = False
218.2294 	EXP 	grating: autoDraw = False
218.2294 	EXP 	grating: ori = 0.0
218.2294 	EXP 	fixation: autoDraw = True
219.2291 	EXP 	fixation: autoDraw = False
219.2291 	EXP 	grating: autoDraw = True
219.5293 	EXP 	grating: autoDraw = False
219.9482 	DATA 	Keypress: down
219.9627 	EXP 	fixation: autoDraw = False
219.9627 	EXP 	grating: autoDraw = False
220.0699 	EXP 	window1: mouseVisible = True
